"step.1","step.2","count"
"getting-started-using-r-rcmdr","tag/rstudio",1
"getting-started-using-r-rcmdr","page/10",1
"getting-started-using-r-rcmdr","real-time-reporting-adobe-analytics-api",1
"tag/r","rsitecatalyst-version-1-3-release-notes",1
"tag/r","creating-dummy-variables-data-frame-r",1
"r-google-analytics-api","google-analytics-custom-variables/comment-page-1",1
"r-google-analytics-api","rsitecatalyst-version-1-3-release-notes",1
"r-google-analytics-api","learning-r-sas/comment-page-1",1
"r-google-analytics-api","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"r-google-analytics-api","category/social-media",1
"r-google-analytics-api","getting-started-hadoop-hive-pig",1
"r-google-analytics-api","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"r-google-analytics-api","uaparser-jl",1
"tag/python","tag/julia/page/2",1
"tag/python","r-language-oddities",1
"tag/python","ipython-notebook-amazon-ec2",1
"tag/python","page/4",1
"tag/python","hive-five-hard-won-lessons",1
"r-google-analytics-api","rsitecatalyst",1
"r-google-analytics-api","real-time-reporting-adobe-analytics-api",1
"ipython-notebook-amazon-ec2","page/3",1
"ipython-notebook-amazon-ec2","tag/python/page/3",1
"ipython-notebook-amazon-ec2","category/data-science/page/4",1
"ipython-notebook-amazon-ec2","page/5",1
"ipython-notebook-amazon-ec2","category/data-science/page/5",1
"ipython-notebook-amazon-ec2","category/data-science/page/2",1
"ipython-notebook-amazon-ec2","rsitecatalyst-version-1-3-release-notes",1
"ipython-notebook-amazon-ec2","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"r-google-analytics-api","tag/julia",1
"r-google-analytics-api","julia-language-beginners",1
"r-google-analytics-api","category/digital-analytics/page/4",1
"r-amazon-ecz","about",1
"r-amazon-ecz","http://randyzwitch.com",1
"learning-r-sas","tag/amazon-ec2",1
"learning-r-sas","tag/hadoop/page/3",1
"google-analytics-custom-variables","creating-dummy-variables-data-frame-r",1
"tag/omniture/page/2","rsitecatalyst-k-means-clustering",1
"google-analytics-custom-variables","prevent-google-analytics-tracking-logged-in",1
"google-analytics-custom-variables","category/digital-analytics/page/8",1
"tag/r/page/4","julia-language-beginners",1
"rsitecatalyst-version-1-2-release-notes","real-time-reporting-adobe-analytics-api",1
"tag/r","hive-five-hard-won-lessons",1
"tag/r","broken-macbook-pro-hinge-fixed-free",1
"tag/r","category/data-science",1
"tag/r","category/digital-analytics",1
"tag/r","about",1
"tag/r","r-language-oddities",1
"tag/r","julia-odbc-jl",1
"comment-bubble-twenty-eleven","page-navigation-wordpress-twenty-eleven",1
"social%20media","socialmedia",1
"learning-r-sas","r-language-oddities",1
"learning-r-sas","page/8",1
"learning-r-sas","julia-odbc-jl",1
"learning-r-sas","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"learning-r-sas","rsitecatalyst",1
"learning-r-sas","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"learning-r-sas","category/digital-analytics",1
"learning-r-sas","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"tag/python/page/2","tag/python",1
"tag/amazon-ec2","ipython-notebook-amazon-ec2",1
"tag/python/page/2","ipython-notebook-amazon-ec2",1
"learning-r-sas","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"learning-r-sas","tag/hadoop/page/4",1
"broken-macbook-pro-hinge-fixed-free","disable-mobile-theme-in-wordpress",1
"category/social-media/page/2","category/data-science",1
"r-amazon-ec2/comment-page-1","rsitecatalyst",1
"r-amazon-ec2/comment-page-1","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"r-amazon-ec2/comment-page-1","getting-started-using-r-rcmdr",1
"r-amazon-ec2/comment-page-1","julia-language-beginners",1
"tag/hadoop/page/4","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"r-amazon-ec2/comment-page-1","getting-started-using-rstudio",1
"r-amazon-ec2/comment-page-1","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"r-amazon-ec2/comment-page-1","about",1
"rsitecatalyst-version-1-3-release-notes","rsitecatalyst-version-1-1-release-notes",1
"rsitecatalyst-version-1-3-release-notes","getting-started-hadoop-hive-pig",1
"r-amazon-ec2/comment-page-1","learning-r-sas/comment-page-1",1
"r-amazon-ec2/comment-page-1","sql-workbench-apache-hadoop-hive",1
"r-amazon-ec2/comment-page-1","category/data-science",1
"r-amazon-ec2/comment-page-1","category/digital-analytics",1
"tag/hadoop/page/4","tag/hadoop/page/3",1
"category/wordpress-tutorials/page/4","custom-header-twenty-eleven-child-theme",1
"wp-admin/customize.php","julia-odbc-jl",1
"creating-dummy-variables-data-frame-r","rsitecatalyst-version-1-1-release-notes",1
"wp-admin/customize.php","http://randyzwitch.com",1
"tag/google-analytics","r-google-analytics-api",1
"page/2","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"tag/omniture","adobe-analytics-implementation-documentation",1
"creating-dummy-variables-data-frame-r","ipython-notebook-amazon-ec2",1
"creating-dummy-variables-data-frame-r","julia-import-data",1
"creating-dummy-variables-data-frame-r","learning-r-sas/comment-page-1",1
"creating-dummy-variables-data-frame-r","r-json-jsonlite-sprintf-paste",1
"creating-dummy-variables-data-frame-r","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"creating-dummy-variables-data-frame-r","getting-started-hadoop-hive-pig",1
"creating-dummy-variables-data-frame-r","rsitecatalyst",1
"rsitecatalyst-version-1-3-release-notes","anomaly-detection-adobe-analytics-api",1
"rsitecatalyst-version-1-3-release-notes","rsitecatalyst-k-means-clustering",1
"custom-header-twenty-eleven-child-theme","wordpress-remove-this-entry-was-posted-in",1
"custom-header-twenty-eleven-child-theme","google-analytics-for-wordpress",1
"custom-header-twenty-eleven-child-theme","category/wordpress-tutorials",1
"custom-header-twenty-eleven-child-theme","http://randyzwitch.com",1
"big-data-hadoop-amazon-ec2-cloudera-part-1/comment-page-1","getting-started-hadoop-hive-pig",1
"big-data-hadoop-amazon-ec2-cloudera-part-1/comment-page-1","about",1
"custom-header-twenty-eleven-child-theme","2011/07/twenty-eleven-child-theme-creating-css-file",1
"custom-header-twenty-eleven-child-theme","category/wordpress-tutorials/page/4",1
"sqldf-package-r","r-language-oddities",1
"sqldf-package-r","category/digital-analytics",1
"sqldf-package-r","r-error-message-fun",1
"sqldf-package-r","daa-certified-web-analyst-exam",1
"sqldf-package-r","julia-import-data",1
"big-data-hadoop-amazon-ec2-cloudera-part-1/comment-page-1","julia-language-beginners",1
"big-data-hadoop-amazon-ec2-cloudera-part-1/comment-page-1","http://randyzwitch.com",1
"rsitecatalyst-version-1-3-release-notes","category/technology",1
"category/data-science/page/3","hadoop-creating-tables-hive",1
"rsitecatalyst-version-1-3-release-notes","uaparser-jl",1
"rsitecatalyst-version-1-3-release-notes","page/2",1
"rsitecatalyst-version-1-3-release-notes","page/3",1
"rsitecatalyst-version-1-3-release-notes","learning-r-sas/comment-page-1",1
"category/data-science/page/3","http://randyzwitch.com",1
"category/data-science/page/3","real-time-reporting-adobe-analytics-api",1
"category/data-science/page/3","uaparser-jl",1
"big-data-hadoop-amazon-ec2-cloudera-part-1/comment-page-1","category/digital-analytics/page/2",1
"category/data-science/page/3","category/digital-analytics",1
"category/data-science/page/3","about",1
"category/data-science/page/3","category/data-science/page/9",1
"page/2","rsitecatalyst-version-1-3-release-notes",1
"page/2","learning-r-sas/comment-page-1",1
"twitter-promoted-tweets","measure-hashtag-twitter",1
"twitter-promoted-tweets","category/social-media/page/2",1
"twitter-promoted-tweets","category/social-media",1
"tag/adobe-analytics","r-json-jsonlite-sprintf-paste",1
"tag/adobe-analytics","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"tag/adobe-analytics","adobe-analytics-implementation-documentation",1
"twitter-promoted-tweets","category/data-science",1
"twitter-promoted-tweets","category/data-science/page/4",1
"r-json-jsonlite-sprintf-paste","julia-language-beginners",1
"r-json-jsonlite-sprintf-paste","r-error-message-fun",1
"r-json-jsonlite-sprintf-paste","tag/python",1
"r-json-jsonlite-sprintf-paste","rsitecatalyst-version-1-1-release-notes",1
"r-json-jsonlite-sprintf-paste","category/digital-analytics/page/2",1
"tag/adobe-analytics","real-time-reporting-adobe-analytics-api",1
"tag/python/page/3","category/data-science",1
"video-r-rstudio-rcmdr-rattle","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"video-r-rstudio-rcmdr-rattle","category/data-science",1
"category/data-science/page/6","category/technology",1
"category/data-science/page/6","automated-re-install-of-packages-for-r-3-0",1
"category/data-science/page/6","category/digital-analytics",1
"category/data-science/page/6","category/data-science/page/4",1
"video-r-rstudio-rcmdr-rattle","r-amazon-ec2",1
"video-r-rstudio-rcmdr-rattle","category/data-science/page/7",1
"tag/python/page/3","tag/python/page/2",1
"tag/python/page/3","julia-import-data",1
"tag/python/page/3","tag/python/page/4",1
"video-r-rstudio-rcmdr-rattle","rsitecatalyst-version-1-3-release-notes",1
"video-r-rstudio-rcmdr-rattle","least-useful-omniture-reports",1
"r-json-jsonlite-sprintf-paste","tag/rsitecatalyst",1
"r-json-jsonlite-sprintf-paste","julia-odbc-jl",1
"page/2","hive-five-hard-won-lessons",1
"page/2","tag/python",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","uaparser-jl",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","learning-r-sas/comment-page-1",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","category/data-science/page/7",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","data-science-innovation",1
"page/2","tag/r",1
"page/2","real-time-reporting-adobe-analytics-api",1
"page/2","rsitecatalyst-k-means-clustering",1
"page/2","category/digital-analytics",1
"page/2","about",1
"page/2","page/25",1
"page/2","tag/rsitecatalyst",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","page/6",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","google-analytics-seo-reports-inaccurate",1
"google-plus-button-wordpress-twenty-eleven","category/wordpress-tutorials/page/4",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","page/4",1
"google-plus-button-wordpress-twenty-eleven","google-adsense-and-wordpress",1
"r-json-jsonlite-sprintf-paste","uaparser-jl",1
"r-json-jsonlite-sprintf-paste","sql-workbench-apache-hadoop-hive",1
"r-json-jsonlite-sprintf-paste","r-amazon-ec2/comment-page-1",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","amazon-elastic-map-reduce-mrjob-python",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","getting-started-using-r-rcmdr",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","category/data-science/page/2",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","page/5",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","julia-odbc-jl",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","tag/hadoop/page/3",1
"big-data-hadoop-amazon-ec2-cloudera-part-1","daa-certified-web-analyst-exam",1
"sqldf-package-r","sql-workbench-apache-hadoop-hive",1
"sqldf-package-r","r-amazon-ec2/comment-page-1",1
"category/digital-analytics/page/3","Exited Site",1
"file:///C:/Users/dell/Documents/Clustering%20Search%20Keywords%20Using%20K-Means%20Clustering%20_%20randyzwitch.com.htm","Exited Site",1
"tag/r/page/4","Exited Site",1
"tag/python","Exited Site",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-1","Exited Site",1
"tag/python/page/4","Exited Site",1
"tag/hadoop/page/3","Exited Site",1
"tag/r/page/3","Exited Site",1
"tag/rsitecatalyst/page/2","Exited Site",1
"page/25","Exited Site",1
"2011/07/wordpress-theme-twentyeleven-athualpa","Exited Site",1
"page/12","Exited Site",1
"page/11","Exited Site",1
"category/wordpress-tutorials/page/5","Exited Site",1
"klout-perk-wahooly","Exited Site",1
"Entered Site","tag/teradata-aster",1
"Entered Site","category/data-science/page/6",1
"Entered Site","2011/07/twenty-eleven-child-theme-creating-css-file",1
"Entered Site","wp-content/themes/infocus/lib/scripts/dl-skin.php",1
"Entered Site","philly-daa-symposium-2012",1
"Entered Site","charitywater-campaign",1
"Entered Site","optimizely-wordpress-install/www.google.com/websiteoptimizer",1
"Entered Site","category/data-science/page/3",1
"Entered Site","wp-content/uploads/2013/05/cloudera-amazon-ec2.pdf",1
"tag/r/page/7","Exited Site",1
"Entered Site","tag/hive/page/2",1
"Entered Site","tag/hadoop",1
"Entered Site","big-data-hadoop-amazon-ec2-cloudera-part-2%00",1
"tag/omniture/page/3","Exited Site",1
"tag/genius-bar","Exited Site",1
"category/wordpress-tutorials/page/4","Exited Site",1
"tag/child-theme","Exited Site",1
"optimizely-wordpress-install/www.google.com/websiteoptimizer","Exited Site",1
"2011/08/removing-powered-by-wordpress-twenty-eleven","Exited Site",1
"category/wordpress-tutorials/page/3","Exited Site",1
"google-analytics-custom-variables/comment-page-1","Exited Site",1
"overlay-histogram-in-r/undefined","Exited Site",1
"page/19","Exited Site",1
"page/17","Exited Site",1
"wp-content/uploads/2013/05/cloudera-amazon-ec2.pdf","Exited Site",1
"flashtalking/ftlocal.html","Exited Site",1
"tag/hive/page/2","Exited Site",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler/%3C/u%3E","Exited Site",1
"tag/rstudio/page/2","Exited Site",1
"page/7","Exited Site",1
"page/8","Exited Site",1
"tag/r/page/2","Exited Site",1
"automated-re-install-of-packages-for-r.3.0","Exited Site",1
"wordpress-theme-twentyeleven-athualpa","Exited Site",1
"broken-macbook-pro-hinge-hinge-fixed-free","Exited Site",1
"tag/coursera","Exited Site",1
"page/16","Exited Site",1
"tag/adobe-analytics/page/2","Exited Site",1
"2011/07/twenty-eleven-child-theme-creating-css-file","Exited Site",1
"tag/teradata-aster","Exited Site",1
"wp-content/themes/infocus/lib/scripts/dl-skin.php","Exited Site",1
"charitywater-campaign","Exited Site",1
"philly-daa-symposium-2012","Exited Site",1
"Entered Site","automated-re-install-of-packages-for-r.3.0",1
"Entered Site","measure-hashtag-twitter",1
"tag/hive/page/2","hadoop-creating-tables-hive",1
"tag/hive/page/2","getting-started-hadoop-hive-pig",1
"tag/hadoop","tag/hadoop/page/4",1
"tag/hadoop","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"tag/hadoop","about",1
"tag/hadoop","sql-workbench-apache-hadoop-hive",1
"tag/hive/page/2","r-language-oddities",1
"tag/hive/page/2","tag/pig",1
"uaparser-jl","category/social-media",1
"uaparser-jl","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"uaparser-jl","r-google-analytics-api",1
"page/23","page/22",1
"tag/hive/page/2","tag/hadoop",1
"tag/hadoop","r-language-oddities",1
"tag/hadoop","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","category/social-media",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","tag/rsitecatalyst",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","real-time-reporting-adobe-analytics-api",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","getting-started-using-rstudio",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","ipython-notebook-amazon-ec2",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","overlay-histogram-in-r",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","about",1
"wp-content/uploads/2012","wp-content/uploads",1
"tag/hadoop","tag/big-data",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","learning-r-sas/comment-page-1",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","category/digital-analytics",1
"broken-macbook-pro-hinge-fixed-free/comment-page-1","r-amazon-ec2",1
"uaparser-jl","anomaly-detection-adobe-analytics-api",1
"uaparser-jl","r-language-oddities",1
"Entered Site","tag/python",1
"Entered Site","category/digital-analytics/page/3",1
"Entered Site","r-amazon-ecz",1
"Entered Site","category/digital-analytics/page/4",1
"twenty-eleven-child-theme-creating-css-file","page-navigation-wordpress-twenty-eleven",1
"twenty-eleven-child-theme-creating-css-file","category/wordpress-tutorials/page/3",1
"Entered Site","file:///C:/Users/dell/Documents/Clustering%20Search%20Keywords%20Using%20K-Means%20Clustering%20_%20randyzwitch.com.htm",1
"Entered Site","tag/hadoop/page/3",1
"Entered Site","tag/coursera",1
"Entered Site","uploading-data-hadoop-amazon-ec2-cloudera-part-4",1
"Entered Site","eyeblaster/addineyeV2.html",1
"Entered Site","broken-macbook-pro-hinge-hinge-fixed-free",1
"Entered Site","tag/rstudio",1
"twenty-eleven-child-theme-creating-css-file","2011/07/wordpress-theme-twentyeleven-athualpa",1
"twenty-eleven-child-theme-creating-css-file","comment-bubble-twenty-eleven",1
"category/technology","julia-language-beginners",1
"category/technology","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"uaparser-jl","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"uaparser-jl","r-amazon-ec2",1
"uaparser-jl","rsitecatalyst-k-means-clustering",1
"uaparser-jl","prevent-google-analytics-tracking-logged-in",1
"category/technology","wordpress-theme-twentyeleven-athualpa",1
"category/technology","sql-workbench-apache-hadoop-hive",1
"Other","uaparser-jl",1
"flashtalking/ftlocal.html","broken-macbook-pro-hinge-fixed-free",1
"Other","disable-mobile-theme-in-wordpress",1
"category/technology","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"category/technology","learning-r-sas/comment-page-1",1
"category/data-science/page/6","overlay-histogram-in-r",1
"category/data-science/page/6","category/data-science/page/8",1
"category/data-science","overlay-histogram-in-r",1
"category/data-science","rsitecatalyst-k-means-clustering",1
"category/data-science","visualizing-analytics-languages-venneuler-jl",1
"category/data-science","daa-certified-web-analyst-exam",1
"category/data-science","category/digital-analytics/page/6",1
"category/data-science","broken-macbook-pro-hinge-fixed-free",1
"category/data-science","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"page/16","page/17",1
"google-analytics-individual-qualification","r-google-analytics-api",1
"google-analytics-individual-qualification","optimizely-wordpress-install",1
"2011/07/wordpress-stats-or-google-analytics","google-analytics-custom-variables",1
"tag/r/page/8","tag/r/page/9",1
"tag/pig","tag/hive/page/2",1
"ramazon-ecz","r-amazon-ecz",1
"category/data-science","learning-r-sas",1
"category/social-media/page/2","uaparser-jl",1
"prevent-google-analytics-tracking-logged-in","google-analytics-for-wordpress",1
"prevent-google-analytics-tracking-logged-in","introduction",1
"introduction","category/digital-analytics",1
"introduction","measure-hashtag-twitter",1
"introduction","google-analytics-for-wordpress",1
"introduction","r-language-oddities",1
"prevent-google-analytics-tracking-logged-in","2011/07/wordpress-stats-or-google-analytics",1
"tag/r/page/2","tag/r",1
"category/social-media/page/2","eyeblaster/addineyeV2.html",1
"category/social-media/page/2","category/digital-analytics",1
"category/social-media/page/2","category/social-media",1
"tag/r/page/2","rsitecatalyst-version-1-2-release-notes",1
"tag/r/page/2","real-time-reporting-adobe-analytics-api",1
"google-analytics-individual-qualification","about",1
"google-analytics-individual-qualification","category/data-science/page/3",1
"removing-powered-by-wordpress-twenty-eleven","comment-bubble-twenty-eleven",1
"removing-powered-by-wordpress-twenty-eleven","google-analytics-custom-variables",1
"removing-powered-by-wordpress-twenty-eleven","http://randyzwitch.com",1
"page/5","creating-dummy-variables-data-frame-r",1
"page/5","page/7",1
"page/5","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"removing-powered-by-wordpress-twenty-eleven","page-navigation-wordpress-twenty-eleven",1
"removing-powered-by-wordpress-twenty-eleven","eyeblaster/addineyeV2.html",1
"removing-powered-by-wordpress-scrappy","http://randyzwitch.com",1
"removing-powered-by-wordpress-scrappy","comment-bubble-twenty-eleven",1
"removing-powered-by-wordpress-twenty-eleven","2011/07/twenty-eleven-child-theme-creating-css-file",1
"removing-powered-by-wordpress-twenty-eleven","category/wordpress-tutorials/page/2",1
"removing-powered-by-wordpress-twenty-eleven","wordpress-theme-twentyeleven-athualpa",1
"page/5","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"page/5","page/3",1
"disable-mobile-theme-in-wordpress","twenty-eleven-child-theme-creating-css-file",1
"page/5","hadoop-creating-tables-hive",1
"disable-mobile-theme-in-wordpress","custom-header-twenty-eleven-child-theme",1
"disable-mobile-theme-in-wordpress","disable-mobile-theme-in-tfigi",1
"wp-content/uploads","broken-macbook-pro-hinge-fixed-free",1
"disable-mobile-theme-in-wordpress","broken-macbook-pro-hinge-fixed-free",1
"page/5","http://randyzwitch.com",1
"page/5","amazon-elastic-map-reduce-mrjob-python",1
"page/5","anomaly-detection-adobe-analytics-api",1
"page/5","rsitecatalyst-k-means-clustering",1
"page/5","julia-import-data",1
"page/5","julia-language-beginners",1
"page/5","tag/julia",1
"introduction","rsitecatalyst",1
"wordpress-stats-or-google-analytics","about",1
"category/digital-analytics/page/8","category/digital-analytics/page/3",1
"category/digital-analytics/page/8","category/digital-analytics/page/7",1
"measure-hashtag-twitter","twitter-promoted-tweets",1
"measure-hashtag-twitter","r-google-analytics-api",1
"about","r-amazon-ec2/comment-page-1",1
"about","rsitecatalyst-version-1-3-release-notes",1
"category/digital-analytics/page/8","category/digital-analytics",1
"category/digital-analytics/page/8","customize-adobe-sitecatalyst-menu",1
"page/21","page/20",1
"category/data-science/page/2","tag/julia",1
"tag/rsitecatalyst/page/3","category/data-science",1
"tag/rsitecatalyst/page/3","anomaly-detection-adobe-analytics-api",1
"tag/rsitecatalyst/page/3","tag/rsitecatalyst/page/2",1
"about","page/2",1
"about","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"about","getting-started-using-rstudio",1
"about","social%20media",1
"about","hadoop-creating-tables-hive",1
"tag/r/page/9","learning-r-sas",1
"rsitecatalyst-version-1-2-release-notes","category/data-science",1
"rsitecatalyst-version-1-2-release-notes","r-amazon-ec2/comment-page-1",1
"about","daa-certified-web-analyst-exam",1
"about","r-error-message-fun",1
"about","removing-powered-by-wordpress-twenty-eleven",1
"about","customize-adobe-sitecatalyst-menu",1
"about","anomaly-detection-adobe-analytics-api",1
"about","tag/hive",1
"about","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"category/data-science/page/2","getting-started-using-rstudio",1
"category/data-science/page/2","broken-macbook-pro-hinge-fixed-free",1
"rsitecatalyst-k-means-clustering","r-json-jsonlite-sprintf-paste",1
"rsitecatalyst-k-means-clustering","rsitecatalyst-version-1-3-release-notes",1
"rsitecatalyst-k-means-clustering","learning-r-sas/comment-page-1",1
"rsitecatalyst-k-means-clustering","page/6",1
"rsitecatalyst-k-means-clustering","r-language-oddities",1
"rsitecatalyst-k-means-clustering","tag/rsitecatalyst/page/3",1
"category/digital-analytics/page/7","google-analytics-custom-variables",1
"category/digital-analytics/page/7","category/digital-analytics/page/6",1
"page/8","automated-re-install-of-packages-for-r-3-0",1
"page/8","page/7",1
"page/8","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"page/8","hadoop-creating-tables-hive",1
"category/digital-analytics/page/7","video-r-rstudio-rcmdr-rattle/comment-page-1",1
"rsitecatalyst-k-means-clustering","eyeblaster/addineyeV2.html",1
"rsitecatalyst-k-means-clustering","julia-odbc-jl",1
"category/data-science/page/2","learning-r-sas/comment-page-1",1
"category/data-science/page/2","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"category/data-science/page/2","category/data-science/page/4",1
"category/data-science/page/2","rsitecatalyst-k-means-clustering",1
"category/data-science/page/2","daa-certified-web-analyst-exam",1
"category/data-science/page/2","about",1
"rsitecatalyst-k-means-clustering","page/4",1
"rsitecatalyst-k-means-clustering","julia-language-beginners",1
"rsitecatalyst-k-means-clustering","category/social-media",1
"rsitecatalyst-k-means-clustering","tag/omniture/page/3",1
"rsitecatalyst-k-means-clustering","tag/rsitecatalyst",1
"rsitecatalyst-k-means-clustering","tag/r/page/3",1
"rsitecatalyst-k-means-clustering","broken-macbook-pro-hinge-fixed-free",1
"category/wordpress-tutorials/page/2","comment-bubble-twenty-eleven",1
"r-amazon-ec2","category/digital-analytics",1
"least-useful-omniture-reports","category/social-media",1
"least-useful-omniture-reports","category/digital-analytics",1
"least-useful-omniture-reports","category/digital-analytics/page/5",1
"least-useful-omniture-reports","rsitecatalyst",1
"least-useful-omniture-reports","google-analytics-custom-variables",1
"least-useful-omniture-reports","category/digital-analytics/page/6",1
"least-useful-omniture-reports","page/13",1
"least-useful-omniture-reports","uaparser-jl",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","tag/r/page/4",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","broken-macbook-pro-hinge-fixed-free",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","tag/r/page/6",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","page/4",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","hadoop-creating-tables-hive",1
"page/3","rsitecatalyst-version-1-3-release-notes",1
"page/3","r-amazon-ec2/comment-page-1",1
"category/data-science/page/7","category/data-science",1
"category/data-science/page/7","video-r-rstudio-rcmdr-rattle",1
"category/data-science/page/7","category/data-science/page/5",1
"category/data-science/page/7","getting-started-using-r-rcmdr",1
"sql-workbench-apache-hadoop-hive","tag/hive/page/2",1
"sql-workbench-apache-hadoop-hive","category/technology",1
"page/3","tag/julia",1
"page/3","real-time-reporting-adobe-analytics-api",1
"page/3","learning-r-sas/comment-page-1",1
"page/3","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"page/3","python-pypy-julia-r-pqr-jit-just-in-time-compiler",1
"page/3","about",1
"page/3","adobe-analytics-implementation-documentation",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","category/data-science/page/2",1
"learning-r-sas/comment-page-1","category/digital-analytics",1
"learning-r-sas/comment-page-1","page/3",1
"learning-r-sas/comment-page-1","eyeblaster/addineyeV2.html",1
"learning-r-sas/comment-page-1","overlay-histogram-in-r",1
"learning-r-sas/comment-page-1","julia-import-data",1
"learning-r-sas/comment-page-1","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"learning-r-sas/comment-page-1","page/2",1
"uploading-data-hadoop-amazon-ec2-cloudera-part-2","uploading-data-hadoop-amazon-ec2-cloudera-part-3",1
"rsitecatalyst-k-means-clustering/comment-page-1","rsitecatalyst-k-means-clustering",1
"category/wordpress-tutorials/page/3","google-plus-button-wordpress-twenty-eleven",1
"rsitecatalyst-k-means-clustering/comment-page-1","anomaly-detection-adobe-analytics-api",1
"rsitecatalyst-k-means-clustering/comment-page-1","tag/r",1
"rsitecatalyst-k-means-clustering/comment-page-1","hadoop-creating-tables-hive",1
"page/7","page/6",1
"page/7","r-amazon-ec2",1
"data-science-innovation","http://randyzwitch.com",1
"data-science-innovation","tag/python",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","r-json-jsonlite-sprintf-paste",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","category/data-science/page/6",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","category/data-science/page/4",1
"python-pypy-julia-r-pqr-jit-just-in-time-compiler","page/6",1
"data-science-innovation","julia-language-beginners",1
"data-science-innovation","about",1
"page/7","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"page/7","anomaly-detection-adobe-analytics-api",1
"page/7","julia-language-beginners",1
"data-science-innovation","big-data-hadoop-amazon-ec2-cloudera-part-1",1
"data-science-innovation","tag/python/page/3",1
"sql-workbench-apache-hadoop-hive","category/data-science/page/3",1
"sql-workbench-apache-hadoop-hive","introduction",1
"category/digital-analytics","tag/adobe-analytics",1
"category/digital-analytics","tag/hadoop",1
"category/digital-analytics","sql-workbench-apache-hadoop-hive",1
"category/digital-analytics","r-amazon-ec2",1
"category/digital-analytics","rsitecatalyst-version-1-2-release-notes",1
"category/digital-analytics","rsitecatalyst-k-means-clustering",1
"page/22","page/21",1
"category/data-science/page/4","hadoop-creating-tables-hive",1
